"","count","min","median","max","sd","IQR"
"1",19,2.2825,6.6075,36.9025,8.12544822875198,8.46625
"2",19,0.2375,4.1575,10.945,2.98547572051386,3.075
"3",19,0.0875,0.3425,0.84,0.205667061189874,0.2225
